"","name","dialog","scene","start","end","subs"
"1092","BOROMIR","Get away from the blade, Pippin...on your toes...good, very good...I want you to react, not think.","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1093","!","","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1094","SAM","Should not be too hard...","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1095","!","","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1096","BOROMIR","Move your feet.","FRODO'S BEDROOM, RIVERDELL---DAWN",6669.2,6670.2,"Move your feet."
"1097","!","","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1098","MERRY","Quite good, Pippin.","FRODO'S BEDROOM, RIVERDELL---DAWN",6670.4,6671.7,"- Quite good, Pippin."
"1099","!","","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1100","PIPPIN","Thanks.","FRODO'S BEDROOM, RIVERDELL---DAWN",6670.4,6671.7,"- Thanks."
"1101","!","CLOSE ON: GIMLI has managed to corner Gandalf....
","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1102","GIMLI","If anyone were to ask for my opinion, which I note they have not, I would say we are taking the long way round. Gandalf, we can pass through the Mines of Moria. My cousin, Balin, would give us a royal welcome.","FRODO'S BEDROOM, RIVERDELL---DAWN",6670.4,6689.3," Faster! If anyone was to ask for my opinion, which I note they're not... ...I'd say we were taking the long way 'round. Gandalf. We could pass through the mines of Moria. My cousin Balin would give us a royal welcome."
"1103","!","Gandalf clearly thinks that is a bad idea.
","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1104","GANDALF","No, Gimli. I would not take the road through Moria unless I had no other choice.","FRODO'S BEDROOM, RIVERDELL---DAWN",6689.7,6694.9,"No Gimli, I would not take the road through Moria unless I had no other choice."
"1105","!","Boromir thrusts, catching Pippin on the hand. Pippin throws
down his sword, kicks and lunges at Boromir, tackling him to
the ground. Much laughter. Legolas' eyes are fixed on a
distant Dark Patch which darts about the sky, like flying
smoke in the wind.
","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1106","SAM","What is that?","FRODO'S BEDROOM, RIVERDELL---DAWN",6720.3,6722.9,"- What is that?"
"1107","!","","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1108","GIMLI","Nothing...it's just a wisp of a cloud.","FRODO'S BEDROOM, RIVERDELL---DAWN",6720.3,6722.9,"- Nothing. It's just a wisp of cloud."
"1109","!","","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1110","BOROMIR","It's moving fast...against the wind.","FRODO'S BEDROOM, RIVERDELL---DAWN",6720.3,6728.3," It's moving fast. Against the wind."
"1111","!","","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1112","LEGOLAS","Crebain from Dunland!","FRODO'S BEDROOM, RIVERDELL---DAWN",6729.1,6731.2,"- Crebain from Dunland!"
"1113","!","CONTINUED: (2)

","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1114","ARAGORN","Hide!","FRODO'S BEDROOM, RIVERDELL---DAWN",6729.1,6731.2,"- Hide!"
"1115","!","","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1116","BOROMIR","Merry..Pippin...Sam...take cover!","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1117","!","WIDE ON: THE FELLOWSHIP scramble under what little cover
there is...as a regiment of Large crows fly low overhead at
Great speed, wheeling and circling above. As their dark
shadow passes over the fellowship, a single harsh croak is
heard...and the crows suddenly wheel away, back towards the
south. Gandalf staggers to his feet.
","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1118","GANDALF","Spies of Saruman.    The passage South is being watched.","FRODO'S BEDROOM, RIVERDELL---DAWN",6729.1,6773.2," - Hurry! - Take cover!  Spies of Saruman. The passage south is being watched."
"1119","!","Gandalf looks at Aragorn, turns to the others...gesturing
towards a high mountain pass.
","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1120","GANDALF","We must take the pass of Caradhras!","FRODO'S BEDROOM, RIVERDELL---DAWN",6774.5,6777.8,"We must take the pass of Caradhras."
"1121","!","EXT. SNOWY MOUNTAINSIDE -- DAY


The Fellowship clamber through Rock and Snow. CLOSE ON: Frodo
slips on some shale...as he scrambles to his feet, the Ring
falls on the ground... CLOSE ON: the ring gleaming in the
snow! Boromir's Hand picks it up by the chain...he stands,
the ring dangling before his eyes. He seems to grow in
stature, as if absorbing its power. Aragorn warily approaches
Boromir...Boromir is motionless...he stares at the ring, as
if transfixed.
","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1122","ARAGORN","Boromir?","FRODO'S BEDROOM, RIVERDELL---DAWN",6811.1,6813.3,"Boromir."
"1123","!","","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1124","BOROMIR","It is a strange fate that we should suffer so much fear and doubt over so small a thing...such a little thing.","FRODO'S BEDROOM, RIVERDELL---DAWN",6813.6,6826.3,"It is a strange fate that we should suffer so much fear and doubt... ...over so small a thing. Such a little thing."
"1125","!","","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1126","ARAGORN","Boromir...give the ring to Frodo.","FRODO'S BEDROOM, RIVERDELL---DAWN",6826.6,6831.2,"Boromir! Give the ring to Frodo."
"1127","!","ARAGORN'S HAND moves to his sword hilt.


CONTINUED:


Ring's POV...looking up at Boromir's face. The strange hum
vibrates on the soundtrack. CLOSE ON: a Weird beatific smile
lights up Boromir's face...The HUM grows to a Deafening roar!
Boromir suddenly snaps out of his trance and hands the ring
back to Frodo.
","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1128","BOROMIR","As you wish. I care not.","FRODO'S BEDROOM, RIVERDELL---DAWN",6841.2,6845.9,"As you wish. I care not."
"1129","!","Boromir smiles at Frodo, ruffling his hair. CLOSE ON: ARAGON
unhands his sword.


EXT. ISENGARD -- DAY

Following the crows as they race deeper and deeper, passing a
vista of Industry, Hundreds of Orcs and writhing
Birthsacks...flying past Saruman, who stands upon a wooden
Gantry. CLOSE ON: Saruman, listening to the Cries of the
crows.
","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1130","SARUMAN","So, Gandalf...you try to lead them over Caradhras. And if that fails...where then will you go?","FRODO'S BEDROOM, RIVERDELL---DAWN",6881.3,6890.7,"So, Gandalf, you try to lead them over Caradhras. And if that fails, where then will you go?"
"1131","!","THE FELLOWSHIP struggles through the snow.
","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1132","SARUMAN","If the mountain defeats you, will you risk a more dangerous road?","FRODO'S BEDROOM, RIVERDELL---DAWN",6892.2,6899.6,"If the mountain defeats you... ... will you risk a more dangerous road?"
"1133","!","EXT. PASS OF CARADHRAS -- DAY

THE FELLOWSHIP are struggling through a blinding blizzard, up
towards the PASS OF CARADHRAS. Legolas the Elf moves lightly
across the top of the snow...he suddenly pauses. Saruman's
voice sweeps by in the wind.
","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1134","LEGOLAS","There is a fell voice in the air.","FRODO'S BEDROOM, RIVERDELL---DAWN",6912.2,6914.9,"There is a fell voice on the air."
"1135","!","","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1136","GANDALF","It's Saruman.","FRODO'S BEDROOM, RIVERDELL---DAWN",6916.2,6917.6,"It's Saruman!"
"1137","!","THUNDER RUMBLES...ROCK and Shale fall from above.





CONTINUED:

","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1138","ARAGORN","He's trying to bring down the mountain. Gandalf! We must turn back!","FRODO'S BEDROOM, RIVERDELL---DAWN",6926.6,6931,"He's trying to bring down the mountain! Gandalf, we must turn back!"
"1139","!","","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1140","GANDALF","No!","FRODO'S BEDROOM, RIVERDELL---DAWN",6931.4,6933.2,"No!"
"1141","!","GANDALF RAISES HIS STAFF...HE CHANTS INTO THE WIND.
","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1142","GANDALF","Losto Caradhras, sedho, hodo, nuitho I ruith. Sleep Caradhras, be still, lie still, hold your wrath.","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1143","!","EXT. ISENGARD -- DAY

CAMERA SWEEPS PAST SARUMAN...he stands on the summit of
Orthanc, Chanting. CLOUDS ARE FLOWING FROM ALL DIRECTIONS...
converging on the distant mountains in a stormy Malestrom.

EXT. PASS OF CARADHRAS -- DAY

Saruman's voice strengthens...rolling past the fellowship
like thunder. A LIGHTNING CRACK explodes on the mountainside
above them. Frodo looks up in horror as a huge snow avalanche
thunders down towards them! The Fellowship throw themselves
against the cliff face as snow crashes onto the narrow ledge.
LEGOLAS pulls Gandalf to safety. Aragorn shields Frodo and
Sam as snow piles around them. Within moments, the pass is
blocked and the fellowship are enveloped in snow. Boromir
and Aragorn frantically dig for the hobbits...who are pulled
out Shivering and Fearful.
","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1144","BOROMIR","We must get off the mountain! Make for the gap of Rohan and take the West road to my city.","FRODO'S BEDROOM, RIVERDELL---DAWN",6999.7,7006.2,"We must get off the mountain! Make for the Gap of Rohan, and take the west road to my city!"
"1145","!","","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1146","ARAGORN","The Gap of Rohan takes us too close to Isengard.","FRODO'S BEDROOM, RIVERDELL---DAWN",7006.6,7009.8,"The Gap of Rohan takes us too close to Isengard!"
"1147","!","","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1148","GIMLI","We cannot pass over the mountain. Let us go under it. Let us go through the mines of Moria.","FRODO'S BEDROOM, RIVERDELL---DAWN",7010.1,7016.8,"We cannot pass over a mountain. Let us go under it. Let us go through the mines of Moria."
"1149","!","Gandalf has a concerned look on his face.



CONTINUED:

","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1150","SARUMAN","Moria. You fear to go into those mines, don't you? The dwarves delved too greedily and too deep.","FRODO'S BEDROOM, RIVERDELL---DAWN",7018.7,7028,"Moria. You fear to go into those mines. The dwarves delved too greedily and too deep."
"1151","!","","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1152","SARUMAN","You know what they awoke in, the darkness of Khazad-dum. Shadow and flame.","FRODO'S BEDROOM, RIVERDELL---DAWN",7029.1,7038.5,"You know what they awoke in the darkness of Khazad-dûm: Shadow and flame."
"1153","!","","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1154","GANDALF","Let the ringbearer decide.","FRODO'S BEDROOM, RIVERDELL---DAWN",7042.1,7044.7,"Let the ring-bearer decide."
"1155","!","CLOSE ON: FRODO, the weight of the decision weighing heavily
upon him. CLOSE ON: MERRY and PIPPIN shivering in Boromir's
arms.
","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1156","GANDALF","Frodo?","FRODO'S BEDROOM, RIVERDELL---DAWN",7054.8,7056.4,"Frodo?"
"1157","!","Frodo meets Gandalf's eye.
","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1158","FRODO","We will go through the mines.","FRODO'S BEDROOM, RIVERDELL---DAWN",7059.5,7062.2,"We will go through the mines."
"1159","!","Gandalf slowly nods.
","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1160","GANDALF","So be it.","FRODO'S BEDROOM, RIVERDELL---DAWN",7063.2,7065,"So be it."
"1161","!","EXT. MORIA GATE -- NIGHT

The Fellowship are walking along the far shore of dark
lake...directly below great looming cliffs.
","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1162","GIMLI","The walls of Moria!","FRODO'S BEDROOM, RIVERDELL---DAWN",7122.2,7126.3,"The walls... ...of Moria."
"1163","!","Footing is treacherous on the narrow strip of green and
greasy stones. Gandalf touches the smooth rock wall between
the trees... slowly, faint lines appear like slender veins of
luminous silver running through the stone.
","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1164","GANDALF","Itidin...it mirrors only starlight and moonlight.","FRODO'S BEDROOM, RIVERDELL---DAWN",7154.1,7159.4,"Ithildin. It mirrors only starlight and moonlight."
"1165","!","A large moon rises over the mountains... The lines grow
Broader and Clearer, forming a glowing arch of interlacing
ancient letters and symbols.




CONTINUED:

","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1166","GANDALF","It reads, ""The door of Durin, Lord of Moria. Speak, friend, and enter.""","FRODO'S BEDROOM, RIVERDELL---DAWN",7173.6,7183,"It reads; ""The Doors of Durin, Lord of Moria. - Speak, friend, and enter."""
"1167","!","","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1168","MERRY","What do you suppose that means?","FRODO'S BEDROOM, RIVERDELL---DAWN",7178.3,7183,"- What do you suppose that means?"
"1169","!","","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1170","GANDALF","It's quite simple. If you are a friend, speak the password and the doors will open.","FRODO'S BEDROOM, RIVERDELL---DAWN",7178.3,7187.7," Oh It's quite simple. If you are a friend, you speak the password and the doors will open."
"1171","!","Gandalf raises his arms...
","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1172","GANDALF","Annon edhellen, edro hi ammen!","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1173","!","The cliff towers into the night, the wind blows cold, Frodo
shivers... and the door stands fast!


GANDALF CONTINUES...

Mumbling spells in his efforts to open the door. Sam packs
pots and pans at his feet...watching sadly as Aragorn un-
saddles Bill the pony. CLOSE ON: ARAGORN whispering to Bill
the Pony.
","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1174","ARAGORN","Mines are no place for a Pony, even one so brave as Bill.","FRODO'S BEDROOM, RIVERDELL---DAWN",7252.6,7259.2,"Mines are no place for a pony. - Even one so brave as Bill."
"1175","!","","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1176","SAM","Bye, Bill.","FRODO'S BEDROOM, RIVERDELL---DAWN",7255.4,7259.2,"- Bye-bye, Bill."
"1177","!","","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1178","ARAGORN","Go on, Bill, go on..don't worry, Sam...he knows his way home.","FRODO'S BEDROOM, RIVERDELL---DAWN",7255.4,7267.5," Go on, Bill. Go on. Don't worry, Sam, he knows the way home."
"1179","!","Aragorn slaps Bill on the rump...Bill goes trotting off.
CLOSE ON: Sam watching Bill disappear into the darkness.
","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1180","SAM","Goodbye, Bill.","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1181","!","SPLASH! Merry and Pippin are tossing stones into the lake.
Black Rippling rings slowly fan out. Pippin is about to
throw another stone, but Aragorn grabs his arm.



CONTINUED:

","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1182","ARAGORN","Do not disturb the water.","FRODO'S BEDROOM, RIVERDELL---DAWN",7274.4,7276.8,"Do not disturb the water."
"1183","!","Aragorn watches anxiously as the Ripples appear to grow....he
exchanges a look with Boromir.

Aragorn's hand creeps towards his sword. Gandalf gives up in
despair...he sits down beside Frodo. Close on: Frodo peers at
the Elvish inscription...his face breaks into a smile of
comprehension.
","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1184","FRODO","It's a riddle...","FRODO'S BEDROOM, RIVERDELL---DAWN",7291.7,7293.8,"It's a riddle."
"1185","!","Gandalf raises his eyebrows...
","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1186","FRODO","Speak, friend, and enter.   What's the Elvish for friend?","FRODO'S BEDROOM, RIVERDELL---DAWN",7296.6,7303,"""Speak 'friend' and enter."" What's the elvish word for ""friend""?"
"1187","!","","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1188","GANDALF","Oh...mellon.","FRODO'S BEDROOM, RIVERDELL---DAWN",7304.4,7305.7,"Oh... Mellon."
"1189","!","With that, the rock face silently divides in the middle and
two great Doors swing outwards... revealing a blackness
deeper than the night. As the Fellowship enter the Blackness,
something in the water stirs....

INT. MORIA GATE -- NIGHT

The Fellowship step warily into the darkness of Moria...a
Dank cavern, with winding steps leading deeper into the
mountain.
","MORIA GATE -- NIGHT",0,0,""
"1190","GIMLI","So, master elf, you will enjoy the fabled hospitality of the dwarves; roaring fires, malt beer, red meat off the bone. This, my friend, is the home of my cousin, Balin...and they call this a Mine... A mine!","MORIA GATE -- NIGHT",7323.8,7342.2,"Soon, master elf, you will enjoy the fabled hospitality of the dwarves. Roaring fires, malt beer, ripe meat off the bone! This, my friend, is the home of my cousin Balin. And they call it a mine."
"1191","!","A Glow from Gandalf's Staff suddenly lights    the chamber...
The Fellowship recoil in Horror! Many dwarf    Skeletons are
strewn about, clearly the dead of some old    battle...the
rusting armor and shields are peppered with    arrows and axes.




CONTINUED:

","MORIA GATE -- NIGHT",0,0,""
"1192","BOROMIR","This is no mine...it's a tomb!","MORIA GATE -- NIGHT",7342.4,7348.6,"A mine! This is no mine. It's a tomb."
"1193","!","","MORIA GATE -- NIGHT",0,0,""
"1194","GIMLI","Oh...no...no..no... !","MORIA GATE -- NIGHT",7354.9,7359.3,"Oh, No.... No, No!"
